year,award,movie,nominee,winner,actor_in_a_leading_role_nomination,actor_in_a_supporting_role_nomination,actress_in_a_leading_role_nomination,actress_in_a_supporting_role_nomination,directing_nomination,cinematography_nomination,year_film,year_film2,year_film3,tconst,primarytitle,startyear,runtimeminutes,averagerating,numvotes,directors,writers,director,nconst_x,birthyear,dir_age,nconst_y,is_woman,name,release_day,rating,metascore,budget,opening_wk,opening_usa_day,gross,world,release_month,release_day_of_month,winner_bool,biography,drama,comedy,adventure,film-noir,mystery,action,crime,horror,family,animation,western,documentary,romance,fantasy,thriller,war,history,music,sport,musical,sci-fi,cpi_multiplier,n_globes
1983,BEST PICTURE,"Richard D. Zanuck And David Brown, Producers",The Verdict,,1,1,0,0,1,0,1982,1981,1980,tt0084855,The Verdict,1982.0,129.0,7.7,33129.0,nm0001486,"nm0715312,nm0000519,nm0696319",nm0001486,nm0001486,1924.0,59.0,nm0001486,0,The Verdict,1982-12-17,R,77.0,41179877.3006135,259901.64809815952,12 December 1982,138923533.25153375,138965969.11509204,12,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5737423312883436,
1959,BEST PICTURE,Warner Brothers,Auntie Mame,,0,0,1,1,0,0,1958,1957,1956,tt0051383,Auntie Mame,1958.0,143.0,7.9,9675.0,nm0196536,"nm0173679,nm0337582,nm0219532",nm0196536,nm0196536,1914.0,45.0,nm0196536,0,Auntie Mame,1958-12-27,Approved,,19442582.06896552,,,,,12,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.679724137931036,3.0
1959,BEST PICTURE,"Lawrence Weingarten, Producer",Cat On A Hot Tin Roof,,1,0,1,0,1,0,1958,1957,1956,tt0051459,Cat On A Hot Tin Roof,1958.0,108.0,8.0,41737.0,nm0112218,"nm0112218,nm0688117,nm0931783",nm0112218,nm0112218,1912.0,47.0,nm0112218,0,Cat on a Hot Tin Roof,1958-08-29,Not Rated,80.0,26039172.413793106,,,,,8,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.679724137931036,
1961,BEST PICTURE,"Bernard Smith, Producer",Elmer Gantry,,1,0,0,1,0,0,1960,1959,1958,tt0053793,Elmer Gantry,1960.0,146.0,7.8,9473.0,nm0112218,"nm0112218,nm0507760",nm0112218,nm0112218,1912.0,49.0,nm0112218,0,Elmer Gantry,1960-07-01,Approved,,25340134.228187922,,,,,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.446711409395974,4.0
1959,BEST PICTURE,"Stanley Kramer, Producer",The Defiant Ones,,1,1,0,1,1,0,1958,1957,1956,tt0051525,The Defiant Ones,1958.0,96.0,7.6,12257.0,nm0006452,"nm0949917,nm0808414",nm0006452,nm0006452,1913.0,46.0,nm0006452,0,The Defiant Ones,1958-09-27,Approved,69.0,6752825.379310346,,,,,9,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.679724137931036,
1962,BEST PICTURE,"Stanley Kramer, Producer",Judgment At Nuremberg,,1,1,0,1,1,0,1961,1960,1959,tt0055031,Judgment At Nuremberg,1961.0,179.0,8.2,63574.0,nm0006452,"nm0542631,nm0001050",nm0006452,nm0006452,1913.0,49.0,nm0006452,0,Judgment at Nuremberg,1961-12-18,Not Rated,,25171200.000000004,,,,102195.07200000001,12,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.390400000000001,
1966,BEST PICTURE,"Stanley Kramer, Producer",Ship Of Fools,,1,1,1,0,0,0,1965,1964,1963,tt0059712,Ship Of Fools,1965.0,149.0,7.1,4780.0,nm0006452,"nm0692188,nm0542631",nm0006452,nm0006452,1913.0,53.0,nm0006452,0,Ship of Fools,1965-10-01,Not Rated,,31661886.792452835,,,,,10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.915471698113208,
1968,BEST PICTURE,"Stanley Kramer, Producer",Guess Who'S Coming To Dinner,,1,1,1,1,1,0,1967,1966,1965,tt0061735,Guess Who'S Coming To Dinner,1967.0,108.0,7.8,35965.0,nm0006452,nm0741740,nm0006452,nm0006452,1913.0,55.0,nm0006452,0,Guess Who's Coming to Dinner,1967-12-12,Not Rated,63.0,29526334.31085044,,,418289738.5309091,418289738.5309091,12,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.38158357771261,
1960,BEST PICTURE,"Otto Preminger, Producer",Anatomy Of A Murder,,1,1,0,0,0,0,1959,1958,1957,tt0052561,Anatomy Of A Murder,1959.0,161.0,8.0,55313.0,nm0695937,"nm0562606,nm0871261",nm0695937,nm0695937,1905.0,55.0,nm0695937,0,Anatomy of a Murder,1959-09-01,Not Rated,95.0,,,,102231153.58361776,,9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.59085324232082,
1960,BEST PICTURE,"John Woolf And James Woolf, Producers",Room At The Top,,1,0,1,1,1,0,1959,1958,1957,tt0053226,Room At The Top,1959.0,117.0,7.5,4742.0,nm0002338,"nm0665513,nm0104050,nm0725006",nm0002338,nm0002338,1921.0,39.0,nm0002338,0,Room at the Top,1959-01-22,Not Rated,84.0,2405438.9078498296,,,,,1,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.59085324232082,2.0
1961,BEST PICTURE,"John Wayne, Producer",The Alamo,,0,1,0,0,0,0,1960,1959,1958,tt0053580,The Alamo,1960.0,162.0,6.9,13455.0,nm0000078,nm0335455,nm0000078,nm0000078,1907.0,54.0,nm0000078,0,The Alamo,1960-10-27,Passed,,101360536.91275169,,,,,10,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.446711409395974,1.0
1961,BEST PICTURE,"Jerry Wald, Producer",Sons And Lovers,,1,0,0,1,1,0,1960,1959,1958,tt0054326,Sons And Lovers,1960.0,103.0,7.1,1202.0,nm0002153,"nm0483149,nm0165021,nm0492692",nm0002153,nm0002153,1914.0,47.0,nm0002153,0,Sons and Lovers,1960-07-22,Not Rated,,4223355.704697987,,,,,7,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.446711409395974,
1962,BEST PICTURE,"Carl Foreman, Producer",The Guns Of Navarone,,0,0,0,0,1,0,1961,1960,1959,tt0054953,The Guns Of Navarone,1961.0,158.0,7.5,42824.0,nm0496746,"nm0533745,nm0286025",nm0496746,nm0496746,1914.0,48.0,nm0496746,0,The Guns of Navarone,1961-04-28,TV-PG,,50342400.00000001,,,,,4,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.390400000000001,2.0
1962,BEST PICTURE,"Robert Wise, Producer",West Side Story,1.0,0,1,0,1,1,0,1961,1960,1959,tt0055614,West Side Story,1961.0,153.0,7.5,89938.0,"nm0730385,nm0936404","nm0499626,nm0491306,nm0730385,nm0000636",nm0730385,nm0730385,1918.0,44.0,nm0730385,0,West Side Story,1961-12-23,Not Rated,86.0,50342400.00000001,1738029.4080000003,24 June 2018,369643200.07680005,369695933.7408001,12,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.390400000000001,6.0
1963,BEST PICTURE,"Darryl F. Zanuck, Producer",The Longest Day,,0,0,0,0,0,0,1962,1961,1960,tt0056197,The Longest Day,1962.0,178.0,7.8,49890.0,"nm0002175,nm0554249,nm0926919,nm0652631,nm0953123","nm0752485,nm0308900,nm0428296,nm0700950,nm0781250",nm0002175,nm0002175,1914.0,49.0,nm0002175,0,The Longest Day,1962-10-04,G,75.0,82800000.00000001,,,,,10,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.280000000000001,
1963,BEST PICTURE,"Aaron Rosenberg, Producer",Mutiny On The Bounty,,0,0,0,0,0,0,1962,1961,1960,tt0056264,Mutiny On The Bounty,1962.0,178.0,7.3,13956.0,"nm0587277,nm0715346","nm0496468,nm0635079,nm0355681,nm0000697,nm0001907,nm0153698,nm0238070,nm0310775,nm0372942",nm0587277,nm0587277,1895.0,68.0,nm0587277,0,Mutiny on the Bounty,1962-11-08,Not Rated,,157320000.00000003,,,,,11,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.280000000000001,
1963,BEST PICTURE,"Alan J. Pakula, Producer",To Kill A Mockingbird,,1,0,0,1,1,0,1962,1961,1960,tt0056592,To Kill A Mockingbird,1962.0,129.0,8.3,278415.0,nm0612322,"nm0497369,nm0285210",nm0612322,nm0612322,1925.0,38.0,nm0612322,0,To Kill a Mockingbird,1963-03-16,Not Rated,88.0,16560000.000000002,2960505.72,24 March 2019,4903722.36,4960928.880000001,3,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.280000000000001,4.0
1964,BEST PICTURE,"Ralph Nelson, Producer",Lilies Of The Field,,1,0,0,1,0,0,1963,1962,1961,tt0057251,Lilies Of The Field,1963.0,94.0,7.6,8314.0,nm0625680,"nm0688117,nm0057315",nm0625680,nm0625680,1916.0,48.0,nm0625680,0,Lilies of the Field,1963-07-05,Unrated,,1955044.660194175,,,,,7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.14601941747573,
1964,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,1.0,1,1,0,1,1,0,1963,1962,1961,tt0057590,Tom Jones,1963.0,129.0,6.5,10706.0,nm0724798,"nm0651570,nm0276145",nm0724798,nm0724798,1928.0,36.0,nm0724798,0,Tom Jones,1963-06-27,Not Rated,77.0,8146019.417475729,,,,,6,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.14601941747573,6.0
1965,BEST PICTURE,"Hal B. Wallis, Producer",Becket,,1,1,0,0,1,0,1964,1963,1962,tt0057877,Becket,1964.0,148.0,7.8,12891.0,nm0322706,"nm0030478,nm0384488,nm0030019",nm0322706,nm0322706,1913.0,52.0,nm0322706,0,Becket,1964-03-11,PG-13,68.0,24203076.923076924,63831.58153846154,28 January 2007,1204724.2892307693,1204724.2892307693,3,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.067692307692308,4.0
1965,BEST PICTURE,"Stanley Kubrick, Producer",Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,,1,0,0,0,1,0,1964,1963,1962,tt0057012,Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,1964.0,95.0,8.4,424173.0,nm0000040,"nm0000040,nm0816143,nm0313570",nm0000040,nm0000040,1928.0,37.0,nm0000040,0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,PG,97.0,14521846.153846154,94803.4523076923,17 July 1994,76161209.79692309,76190285.76,1,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.067692307692308,
1972,BEST PICTURE,"Stanley Kubrick, Producer",A Clockwork Orange,,0,0,0,0,1,0,1971,1970,1969,tt0066921,A Clockwork Orange,1971.0,136.0,8.3,707938.0,nm0000040,"nm0000040,nm0121256",nm0000040,nm0000040,1928.0,44.0,nm0000040,0,A Clockwork Orange,1972-02-02,R,80.0,13473635.03649635,,,162843302.329927,164766878.08467153,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.124379562043796,
1976,BEST PICTURE,"Stanley Kubrick, Producer",Barry Lyndon,,0,0,0,0,1,1,1975,1974,1973,tt0072684,Barry Lyndon,1975.0,185.0,8.1,136479.0,nm0000040,"nm0000040,nm0856842",nm0000040,nm0000040,1928.0,48.0,nm0000040,0,Barry Lyndon,1975-12-18,PG,89.0,49799136.69064749,,,,900875.4371223022,12,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.527194244604317,1.0
1965,BEST PICTURE,"Walt Disney And Bill Walsh, Producers",Mary Poppins,,0,0,1,0,1,0,1964,1963,1962,tt0058331,Mary Poppins,1964.0,139.0,7.8,147126.0,nm0829038,"nm0909556,nm0196119,nm0871308",nm0829038,nm0829038,1905.0,60.0,nm0829038,0,Mary Poppins,1965-06-18,G,88.0,48406153.84615385,,,825104892.9046154,831607235.0769231,6,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.067692307692308,3.0
1966,BEST PICTURE,"Joseph Janni, Producer",Darling,,0,0,1,0,1,0,1965,1964,1963,tt0059084,Darling,1965.0,128.0,7.1,5366.0,nm0772259,"nm0710698,nm0772259,nm0417830",nm0772259,nm0772259,1926.0,40.0,nm0772259,0,Darling,1965-08-03,TV-MA,,3166188.6792452834,,,,,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.915471698113208,3.0
1970,BEST PICTURE,"Jerome Hellman, Producer",Midnight Cowboy,1.0,1,0,0,1,1,0,1969,1968,1967,tt0064665,Midnight Cowboy,1969.0,113.0,7.8,93283.0,nm0772259,"nm0759029,nm0379052",nm0772259,nm0772259,1926.0,44.0,nm0772259,0,Midnight Cowboy,1969-06-16,R,79.0,23972571.428571433,,,298225800.54857147,298333171.032381,6,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.65904761904762,6.0
1966,BEST PICTURE,"Robert Wise, Producer",The Sound Of Music,1.0,0,0,1,1,1,0,1965,1964,1963,tt0059742,The Sound Of Music,1965.0,172.0,8.0,187061.0,nm0936404,"nm0403346,nm0512231,nm0189496,nm0499626,nm0903125",nm0936404,nm0936404,1914.0,52.0,nm0936404,0,The Sound of Music,1965-04-01,G,63.0,64906867.92452831,3273023.800754717,9 September 2018,1260836006.816604,1261833633.2920756,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.915471698113208,
1967,BEST PICTURE,"Robert Wise, Producer",The Sand Pebbles,,1,1,0,0,0,0,1966,1965,1964,tt0060934,The Sand Pebbles,1966.0,182.0,7.6,12436.0,nm0936404,"nm0571414,nm0027355",nm0936404,nm0936404,1914.0,53.0,nm0936404,0,The Sand Pebbles,1966-12-20,PG-13,,91809848.02431612,,,,,12,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.65082066869301,7.0
1966,BEST PICTURE,"Fred Coe, Producer",A Thousand Clowns,,0,1,0,0,0,0,1965,1964,1963,tt0059798,A Thousand Clowns,1965.0,118.0,7.4,3010.0,nm0168641,nm0306949,nm0168641,nm0168641,1914.0,52.0,nm0168641,0,A Thousand Clowns,1966-09-09,Unrated,,,,,41413747.92452831,,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.915471698113208,
1967,BEST PICTURE,"Lewis Gilbert, Producer",Alfie,,1,0,0,1,0,0,1966,1965,1964,tt0060086,Alfie,1966.0,114.0,7.1,12673.0,nm0318150,nm0622540,nm0318150,nm0318150,1920.0,47.0,nm0318150,0,Alfie,1966-08-24,PG,,6120656.534954408,,,,,8,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.65082066869301,
1967,BEST PICTURE,"Norman Jewison, Producer",The Russians Are Coming The Russians Are Coming,,1,0,0,0,0,0,1966,1965,1964,tt0060921,The Russians Are Coming The Russians Are Coming,1966.0,126.0,7.1,7330.0,nm0422484,"nm0070360,nm0741740",nm0422484,nm0422484,1926.0,41.0,nm0422484,0,The Russians Are Coming the Russians Are Coming,1966-05-25,Unrated,,29838200.60790274,,,,,5,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.65082066869301,
1968,BEST PICTURE,"Walter Mirisch, Producer",In The Heat Of The Night,1.0,1,0,0,0,1,0,1967,1966,1965,tt0061811,In The Heat Of The Night,1967.0,110.0,8.0,62020.0,nm0422484,"nm0798103,nm0050398",nm0422484,nm0422484,1926.0,42.0,nm0422484,0,In the Heat of the Night,1967-08-02,Not Rated,75.0,14763167.15542522,,,,204241.0360117302,8,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.38158357771261,
1972,BEST PICTURE,"Norman Jewison, Producer",Fiddler On The Roof,,1,1,0,0,1,1,1971,1970,1969,tt0067093,Fiddler On The Roof,1971.0,181.0,8.0,36069.0,nm0422484,"nm0017833,nm0674135,nm0825524",nm0422484,nm0422484,1926.0,46.0,nm0422484,0,Fiddler on the Roof,1971-11-03,G,67.0,55119416.058394164,10576448.289635036,11 November 1979,63720066.008759126,63720066.008759126,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.124379562043796,
1985,BEST PICTURE,"Norman Jewison, Ronald L. Schwary And Patrick Palmer, Producers",A Soldier'S Story,,0,1,0,0,0,0,1984,1983,1982,tt0088146,A Soldier'S Story,1984.0,101.0,7.2,8228.0,nm0422484,nm0298191,nm0422484,nm0422484,1926.0,59.0,nm0422484,0,A Soldier's Story,1984-11-02,PG,,14315374.407582939,373113.53266350715,16 September 1984,52063458.73046446,52063458.73046446,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.3858957345971565,
1988,BEST PICTURE,"Patrick Palmer And Norman Jewison, Producers",Moonstruck,,0,1,1,1,1,0,1987,1986,1985,tt0093565,Moonstruck,1987.0,102.0,7.1,45038.0,nm0422484,nm0788234,nm0422484,nm0422484,1926.0,62.0,nm0422484,0,Moonstruck,1988-01-15,PG,83.0,32633362.143474504,277598.9584096802,20 December 1987,175438103.5776664,175438103.5776664,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1755574762316336,4.0
1968,BEST PICTURE,"Warren Beatty, Producer",Bonnie And Clyde,,1,1,1,1,1,1,1967,1966,1965,tt0061418,Bonnie And Clyde,1967.0,111.0,7.8,96318.0,nm0671957,"nm0628058,nm0000914,nm0001801",nm0671957,nm0671957,1922.0,46.0,nm0671957,0,Bonnie and Clyde,1967-08-14,R,86.0,18453958.944281526,,,,,8,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.38158357771261,
1968,BEST PICTURE,"Arthur P. Jacobs, Producer",Doctor Dolittle,,0,0,0,0,0,1,1967,1966,1965,tt0061584,Doctor Dolittle,1967.0,152.0,6.2,7825.0,nm0281507,"nm0517452,nm0108634",nm0281507,nm0281507,1916.0,52.0,nm0281507,0,Doctor Dolittle,1967-12-19,Approved,,125486920.82111438,,,,,12,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.38158357771261,4.0
1968,BEST PICTURE,"Lawrence Turman, Producer",The Graduate,,1,0,1,1,1,1,1967,1966,1965,tt0061722,The Graduate,1967.0,106.0,8.0,242186.0,nm0001566,"nm0932229,nm0377750,nm0916047",nm0001566,nm0001566,1931.0,37.0,nm0001566,0,The Graduate,1967-12-21,PG,83.0,22144750.73313783,280116.33360703813,17 February 1997,774662539.9460411,774934278.1822875,12,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.38158357771261,
1989,BEST PICTURE,"Douglas Wick, Producer",Working Girl,,0,0,1,1,1,0,1988,1987,1986,tt0096463,Working Girl,1988.0,113.0,6.8,48706.0,nm0001566,nm0905458,nm0001566,nm0001566,1931.0,58.0,nm0001566,0,Working Girl,1988-12-21,R,73.0,58199306.35838152,9807591.216515278,26 December 1988,132568618.61786956,214000894.769678,12,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0785466556564827,5.0
1967,BEST PICTURE,"Ernest Lehman, Producer",Who'S Afraid Of Virginia Woolf?,,1,1,1,1,1,0,1966,1965,1964,tt0061184,Who'S Afraid Of Virginia Woolf?,1966.0,131.0,8.0,65455.0,nm0001566,"nm0499626,nm0016361",nm0001566,nm0001566,1931.0,36.0,nm0001566,0,Who's Afraid of Virginia Woolf?,1966-06-22,Not Rated,75.0,57381155.015197575,,,214222978.7234043,214261753.0825532,6,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.65082066869301,
1969,BEST PICTURE,"Martin Poll, Producer",The Lion In Winter,,1,0,1,0,1,0,1968,1967,1966,tt0063227,The Lion In Winter,1968.0,134.0,7.9,27434.0,nm0367431,nm0063953,nm0367431,nm0367431,1930.0,39.0,nm0367431,0,The Lion in Winter,1968-10-30,PG,,28282247.191011235,37749.72943820225,18 December 2016,128521.60179775281,128521.60179775281,10,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.070561797752809,
1969,BEST PICTURE,"John Woolf, Producer",Oliver!,1.0,1,1,0,0,1,1,1968,1967,1966,tt0063385,Oliver!,1968.0,153.0,7.4,32042.0,nm0715346,"nm0058369,nm0365417,nm0002042",nm0715346,nm0715346,1906.0,63.0,nm0715346,0,Oliver!,1968-09-27,G,74.0,70705617.9775281,,,,,9,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.070561797752809,5.0
1969,BEST PICTURE,"Paul Newman, Producer","Rachel, Rachel",,0,0,1,1,0,0,1968,1967,1966,tt0063483,"Rachel, Rachel",1968.0,101.0,7.3,2748.0,nm0000056,"nm0827856,nm0491129",nm0000056,nm0000056,1925.0,44.0,nm0000056,0,"Rachel, Rachel",1968-08-26,Approved,,4949393.258426966,,,,,8,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.070561797752809,2.0
1969,BEST PICTURE,"Anthony Havelock-Allan And John Brabourne, Producers",Romeo And Juliet,,0,0,0,0,1,1,1968,1967,1966,tt0063518,Romeo And Juliet,1968.0,138.0,7.6,27818.0,nm0001874,"nm0000636,nm0116663,nm0195148,nm0001874",nm0001874,nm0001874,1923.0,46.0,nm0001874,0,Romeo and Juliet,1968-10-08,PG,,,,,,44487.97483146068,10,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.070561797752809,
1970,BEST PICTURE,"Hal B. Wallis, Producer",Anne Of The Thousand Days,,1,1,1,0,0,1,1969,1968,1967,tt0064030,Anne Of The Thousand Days,1969.0,145.0,7.5,6291.0,nm0418986,"nm0092658,nm0354942,nm0812501,nm0027173",nm0418986,nm0418986,1927.0,43.0,nm0418986,0,Anne of the Thousand Days,1969-12-18,PG,,,,,13772455.375238098,,12,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.65904761904762,
1970,BEST PICTURE,"John Foreman, Producer",Butch Cassidy And The Sundance Kid,,0,0,0,0,1,1,1969,1968,1967,tt0064115,Butch Cassidy And The Sundance Kid,1969.0,110.0,8.0,191361.0,nm0001351,nm0001279,nm0001351,nm0001351,1921.0,49.0,nm0001351,0,Butch Cassidy and the Sundance Kid,1969-09-24,PG,66.0,39954285.714285724,,,681279763.7028573,681291417.0361906,9,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.65904761904762,
1974,BEST PICTURE,"Tony Bill, Michael Phillips And Julia Phillips, Producers",The Sting,1.0,1,0,0,0,1,1,1973,1972,1971,tt0070735,The Sting,1973.0,129.0,8.3,225859.0,nm0001351,nm0911486,nm0001351,nm0001351,1921.0,53.0,nm0001351,0,The Sting,1973-12-25,PG,83.0,29708497.854077253,,,842641030.0429184,842641030.0429184,12,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.401545064377682,
1970,BEST PICTURE,"Ernest Lehman, Producer","Hello, Dolly!",,0,0,0,0,0,1,1969,1968,1967,tt0064418,"Hello, Dolly!",1969.0,146.0,7.1,12475.0,nm0000037,"nm0829661,nm0928642,nm0499626,nm0626587",nm0000037,nm0000037,1912.0,58.0,nm0000037,0,"Hello, Dolly!",1969-12-16,G,,166476190.4761905,1473007.9695238099,11 August 2019,2669485.6685714293,2669485.6685714293,12,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.65904761904762,4.0
1970,BEST PICTURE,"Jacques Perrin And Hamed Rachedi, Producers",Z,,0,0,0,0,1,0,1969,1968,1967,tt0065234,Z,1969.0,127.0,8.3,21886.0,nm0002020,"nm0890825,nm0783934,nm0002020,nm0059553",nm0002020,nm0002020,1933.0,37.0,nm0002020,0,Z,1969-12-08,M/PG,,,67549.37904761906,15 March 2009,554731.961904762,554731.961904762,12,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.65904761904762,1.0
1983,BEST PICTURE,"Edward Lewis And Mildred Lewis, Producers",Missing,,1,0,1,0,0,0,1982,1981,1980,tt0084335,Missing,1982.0,122.0,7.7,16992.0,nm0002020,"nm0002020,nm0829329,nm0369564,nm0629615",nm0002020,nm0002020,1933.0,50.0,nm0002020,0,Missing,1982-03-12,PG,78.0,24450552.147239264,,,36032392.63803681,36032392.63803681,3,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5737423312883436,4.0
1971,BEST PICTURE,"Bob Rafelson And Richard Wechsler, Producers",Five Easy Pieces,,1,0,0,1,0,0,1970,1969,1968,tt0065724,Five Easy Pieces,1970.0,98.0,7.5,30871.0,nm0706182,"nm0247628,nm0706182",nm0706182,nm0706182,1933.0,38.0,nm0706182,0,Five Easy Pieces,1970-09-12,R,85.0,10119075.376884423,,,,,9,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3244221105527645,4.0
1971,BEST PICTURE,"Howard G. Minsky, Producer",Love Story,,1,1,1,0,1,0,1970,1969,1968,tt0066011,Love Story,1970.0,100.0,6.9,27813.0,nm0002137,nm0781777,nm0002137,nm0002137,1923.0,48.0,nm0002137,0,Love Story,1970-12-16,PG,84.0,13913728.643216081,,,672900715.638995,672900715.638995,12,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3244221105527645,6.0
1971,BEST PICTURE,"Frank Mccarthy, Producer",Patton,1.0,1,0,0,0,1,1,1970,1969,1968,tt0066206,Patton,1970.0,172.0,7.9,89465.0,nm0769874,"nm0000338,nm0636002,nm0267018,nm0103357",nm0769874,nm0769874,1920.0,51.0,nm0769874,0,Patton,1970-04-02,GP,91.0,75893065.32663317,,,390531579.0874372,390531579.0874372,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3244221105527645,2.0
1972,BEST PICTURE,"Sam Spiegel, Producer",Nicholas And Alexandra,,0,0,1,0,0,1,1971,1970,1969,tt0067483,Nicholas And Alexandra,1971.0,183.0,7.2,4080.0,nm0769874,"nm0557409,nm0093927,nm0063953",nm0769874,nm0769874,1920.0,52.0,nm0769874,0,Nicholas and Alexandra,1971-12-13,GP,,55119416.058394164,,,,,12,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.124379562043796,
